,theta1,theta2,gp_mean,gp_sd
499,0.04,95.0,[[-0.43326196]],[0.01377132]
500,0.04,96.0,[[-0.43344971]],[0.01287764]
501,0.04,97.0,[[-0.43358998]],[0.01214017]
502,0.04,98.0,[[-0.43361819]],[0.01204643]
503,0.04,99.0,[[-0.4334663]],[0.01325591]
504,0.04,100.0,[[-0.43309428]],[0.01596196]
505,0.05,0.0,[[-0.24065165]],[0.03350547]
506,0.05,1.0,[[-0.26307173]],[0.0319432]
507,0.05,2.0,[[-0.28518032]],[0.03091457]
508,0.05,3.0,[[-0.30670166]],[0.03026483]
509,0.05,4.0,[[-0.32735054]],[0.02981954]
510,0.05,5.0,[[-0.34684307]],[0.02942976]
511,0.05,6.0,[[-0.36491239]],[0.0290014]
512,0.05,7.0,[[-0.38132751]],[0.02850472]
513,0.05,8.0,[[-0.39591189]],[0.02796748]
514,0.05,9.0,[[-0.40855846]],[0.02745496]
515,0.05,10.0,[[-0.41923952]],[0.02703822]
516,0.05,11.0,[[-0.42800986]],[0.02675747]
517,0.05,12.0,[[-0.43500016]],[0.026597]
518,0.05,13.0,[[-0.44039932]],[0.02648773]
519,0.05,14.0,[[-0.44442955]],[0.02633506]
520,0.05,15.0,[[-0.4473218]],[0.02605338]
521,0.05,16.0,[[-0.44929755]],[0.0255914]
522,0.05,17.0,[[-0.45055817]],[0.02494307]
523,0.05,18.0,[[-0.45128038]],[0.02414458]
524,0.05,19.0,[[-0.45161477]],[0.02325741]
525,0.05,20.0,[[-0.45168516]],[0.02233955]
526,0.05,21.0,[[-0.45158875]],[0.02141679]
527,0.05,22.0,[[-0.45140012]],[0.02047696]
528,0.05,23.0,[[-0.45118021]],[0.01949809]
529,0.05,24.0,[[-0.45098625]],[0.01848914]
530,0.05,25.0,[[-0.4508749]],[0.01750292]
531,0.05,26.0,[[-0.45089382]],[0.0165933]
532,0.05,27.0,[[-0.45106752]],[0.01574447]
533,0.05,28.0,[[-0.45139262]],[0.0148595]
534,0.05,29.0,[[-0.45184423]],[0.01383954]
535,0.05,30.0,[[-0.45238088]],[0.01269554]
536,0.05,31.0,[[-0.45294326]],[0.01165737]
537,0.05,32.0,[[-0.45345122]],[0.01122832]
538,0.05,33.0,[[-0.45378276]],[0.01183048]
539,0.05,34.0,[[-0.45383163]],[0.01329934]
540,0.05,35.0,[[-0.45360403]],[0.01518235]
541,0.05,36.0,[[-0.45314146]],[0.01709649]
542,0.05,37.0,[[-0.45247487]],[0.01880008]
543,0.05,38.0,[[-0.4516227]],[0.02014773]
544,0.05,39.0,[[-0.45059885]],[0.02105139]
545,0.05,40.0,[[-0.44942158]],[0.0214619]
546,0.05,41.0,[[-0.44812091]],[0.02136283]
547,0.05,42.0,[[-0.44674354]],[0.02077]
548,0.05,43.0,[[-0.44535478]],[0.01973293]
549,0.05,44.0,[[-0.44403636]],[0.01833623]
550,0.05,45.0,[[-0.44287804]],[0.01669836]
551,0.05,46.0,[[-0.4419607]],[0.01496698]
552,0.05,47.0,[[-0.44133167]],[0.01331603]
553,0.05,48.0,[[-0.44098131]],[0.01195746]
554,0.05,49.0,[[-0.4408356]],[0.0111349]
555,0.05,50.0,[[-0.44079751]],[0.01083185]
556,0.05,51.0,[[-0.44079554]],[0.01082453]
557,0.05,52.0,[[-0.44080274]],[0.01100261]
558,0.05,53.0,[[-0.4408175]],[0.01139645]
559,0.05,54.0,[[-0.44084003]],[0.01197563]
560,0.05,55.0,[[-0.44087086]],[0.01246721]
561,0.05,56.0,[[-0.44088999]],[0.01267683]
562,0.05,57.0,[[-0.44085867]],[0.01259217]
563,0.05,58.0,[[-0.44072683]],[0.01239431]
564,0.05,59.0,[[-0.44043987]],[0.01245181]
565,0.05,60.0,[[-0.43995436]],[0.01315339]
566,0.05,61.0,[[-0.43928953]],[0.01440036]
567,0.05,62.0,[[-0.43849614]],[0.01580486]
568,0.05,63.0,[[-0.43762017]],[0.01706415]
569,0.05,64.0,[[-0.4367041]],[0.01800345]
570,0.05,65.0,[[-0.43579125]],[0.01855083]
571,0.05,66.0,[[-0.43492771]],[0.0187125]
572,0.05,67.0,[[-0.4341599]],[0.01855343]
573,0.05,68.0,[[-0.43352785]],[0.01817536]
574,0.05,69.0,[[-0.43305668]],[0.01768287]
575,0.05,70.0,[[-0.4327503]],[0.01713993]
576,0.05,71.0,[[-0.43259103]],[0.01654764]
577,0.05,72.0,[[-0.43254481]],[0.01587108]
578,0.05,73.0,[[-0.43256952]],[0.01508653]
579,0.05,74.0,[[-0.43262146]],[0.01421739]
580,0.05,75.0,[[-0.43265756]],[0.01335815]
581,0.05,76.0,[[-0.43263575]],[0.01268368]
582,0.05,77.0,[[-0.43251588]],[0.01242836]
583,0.05,78.0,[[-0.43227099]],[0.01276974]
584,0.05,79.0,[[-0.43193052]],[0.01351367]
585,0.05,80.0,[[-0.43156329]],[0.0142785]
586,0.05,81.0,[[-0.43124139]],[0.01481493]
587,0.05,82.0,[[-0.43102869]],[0.01501772]
588,0.05,83.0,[[-0.43096872]],[0.01488064]
589,0.05,84.0,[[-0.43107381]],[0.01446635]
590,0.05,85.0,[[-0.43132231]],[0.01388212]
591,0.05,86.0,[[-0.43166565]],[0.01324979]
592,0.05,87.0,[[-0.43203875]],[0.01272296]
593,0.05,88.0,[[-0.43236773]],[0.0125576]
594,0.05,89.0,[[-0.43259452]],[0.01297343]
595,0.05,90.0,[[-0.43273352]],[0.01371121]
596,0.05,91.0,[[-0.43282764]],[0.01436871]
597,0.05,92.0,[[-0.43291614]],[0.01469023]
598,0.05,93.0,[[-0.43302881]],[0.0145804]
599,0.05,94.0,[[-0.43318092]],[0.01408142]
600,0.05,95.0,[[-0.43336841]],[0.01334236]
601,0.05,96.0,[[-0.43356402]],[0.0125705]
602,0.05,97.0,[[-0.43371748]],[0.01203298]
603,0.05,98.0,[[-0.43376281]],[0.01216993]
604,0.05,99.0,[[-0.43363288]],[0.01353024]
605,0.05,100.0,[[-0.43328648]],[0.01626192]
606,0.06,0.0,[[-0.24114827]],[0.0320073]
607,0.06,1.0,[[-0.2638485]],[0.03045802]
608,0.06,2.0,[[-0.28624942]],[0.02947283]
609,0.06,3.0,[[-0.30806605]],[0.02888239]
610,0.06,4.0,[[-0.32900207]],[0.02849491]
611,0.06,5.0,[[-0.34876081]],[0.02814821]
612,0.06,6.0,[[-0.3670621]],[0.02774213]
613,0.06,7.0,[[-0.38366317]],[0.02724799]
614,0.06,8.0,[[-0.39837874]],[0.02670077]
615,0.06,9.0,[[-0.41109722]],[0.02617749]
616,0.06,10.0,[[-0.42179119]],[0.02576207]
617,0.06,11.0,[[-0.43052108]],[0.02550299]
618,0.06,12.0,[[-0.43742823]],[0.02538345]
619,0.06,13.0,[[-0.44271533]],[0.02532478]
620,0.06,14.0,[[-0.44661839]],[0.02522]
621,0.06,15.0,[[-0.44937986]],[0.02497386]
622,0.06,16.0,[[-0.45122922]],[0.0245307]
623,0.06,17.0,[[-0.45237266]],[0.02388586]
624,0.06,18.0,[[-0.45298925]],[0.0230825]
625,0.06,19.0,[[-0.45323031]],[0.02219327]
626,0.06,20.0,[[-0.45321895]],[0.02128712]
627,0.06,21.0,[[-0.45305]],[0.02039389]
628,0.06,22.0,[[-0.45279403]],[0.01949583]
629,0.06,23.0,[[-0.45250788]],[0.01856206]
630,0.06,24.0,[[-0.45224681]],[0.01760036]
631,0.06,25.0,[[-0.45206899]],[0.0166763]
632,0.06,26.0,[[-0.45202574]],[0.01586211]
633,0.06,27.0,[[-0.45214401]],[0.01514472]
634,0.06,28.0,[[-0.4524209]],[0.01440854]
635,0.06,29.0,[[-0.45283258]],[0.01353079]
636,0.06,30.0,[[-0.45333969]],[0.01250241]
637,0.06,31.0,[[-0.45388378]],[0.01153156]
638,0.06,32.0,[[-0.4543763]],[0.01108917]
639,0.06,33.0,[[-0.45467697]],[0.01161351]
640,0.06,34.0,[[-0.45468282]],[0.01301513]
641,0.06,35.0,[[-0.45441586]],[0.01485074]
642,0.06,36.0,[[-0.45392201]],[0.01673161]
643,0.06,37.0,[[-0.45322939]],[0.01841273]
644,0.06,38.0,[[-0.45235134]],[0.01974573]
645,0.06,39.0,[[-0.45129643]],[0.02063922]
646,0.06,40.0,[[-0.45007834]],[0.02104087]
647,0.06,41.0,[[-0.4487238]],[0.02093193]
648,0.06,42.0,[[-0.44727792]],[0.02032745]
649,0.06,43.0,[[-0.44580658]],[0.01927843]
650,0.06,44.0,[[-0.44439485]],[0.01787401]
651,0.06,45.0,[[-0.443139]],[0.01624054]
652,0.06,46.0,[[-0.44212897]],[0.0145343]
653,0.06,47.0,[[-0.44142102]],[0.01293166]
654,0.06,48.0,[[-0.44101039]],[0.01163319]
655,0.06,49.0,[[-0.4408224]],[0.01085908]
656,0.06,50.0,[[-0.44075343]],[0.01059671]
657,0.06,51.0,[[-0.44072365]],[0.01065899]
658,0.06,52.0,[[-0.44070938]],[0.01092253]
659,0.06,53.0,[[-0.44071643]],[0.01136042]
660,0.06,54.0,[[-0.44074657]],[0.01191386]
661,0.06,55.0,[[-0.44079607]],[0.01234626]
662,0.06,56.0,[[-0.44084125]],[0.01248448]
663,0.06,57.0,[[-0.44083976]],[0.01232749]
664,0.06,58.0,[[-0.44073836]],[0.01206316]
665,0.06,59.0,[[-0.44048005]],[0.01206444]
666,0.06,60.0,[[-0.4400167]],[0.0127419]
667,0.06,61.0,[[-0.43936953]],[0.01397592]
668,0.06,62.0,[[-0.4385901]],[0.01535823]
669,0.06,63.0,[[-0.4377227]],[0.01658176]
670,0.06,64.0,[[-0.43680833]],[0.01747123]
671,0.06,65.0,[[-0.43589014]],[0.01795617]
672,0.06,66.0,[[-0.43501591]],[0.0180465]
673,0.06,67.0,[[-0.43423553]],[0.01781433]
674,0.06,68.0,[[-0.4335933]],[0.0173725]
675,0.06,69.0,[[-0.43311791]],[0.01683853]
676,0.06,70.0,[[-0.43281494]],[0.01628328]
677,0.06,71.0,[[-0.4326662]],[0.01570256]
678,0.06,72.0,[[-0.43263572]],[0.01505146]
679,0.06,73.0,[[-0.43267926]],[0.01429992]
680,0.06,74.0,[[-0.43275164]],[0.01346998]
681,0.06,75.0,[[-0.43280853]],[0.01265879]
682,0.06,76.0,[[-0.4328063]],[0.01204287]
683,0.06,77.0,[[-0.43270268]],[0.01184831]
684,0.06,78.0,[[-0.43246561]],[0.01224625]
685,0.06,79.0,[[-0.43212528]],[0.01301721]
686,0.06,80.0,[[-0.43175309]],[0.01377258]
687,0.06,81.0,[[-0.43142326]],[0.01427928]
688,0.06,82.0,[[-0.431203]],[0.01444859]
689,0.06,83.0,[[-0.43113895]],[0.01428671]
690,0.06,84.0,[[-0.43124456]],[0.01386719]
691,0.06,85.0,[[-0.43149661]],[0.01330879]
692,0.06,86.0,[[-0.43184373]],[0.01273263]
693,0.06,87.0,[[-0.4322184]],[0.01227101]
694,0.06,88.0,[[-0.43254452]],[0.01215701]
695,0.06,89.0,[[-0.43275955]],[0.01261712]
696,0.06,90.0,[[-0.43288215]],[0.01336941]
697,0.06,91.0,[[-0.43295832]],[0.01401268]
698,0.06,92.0,[[-0.43302996]],[0.01430311]
699,0.06,93.0,[[-0.43312942]],[0.01416034]
700,0.06,94.0,[[-0.43327407]],[0.01364972]
701,0.06,95.0,[[-0.43346116]],[0.01295651]
702,0.06,96.0,[[-0.4336634]],[0.01232002]
703,0.06,97.0,[[-0.43382896]],[0.01200049]
704,0.06,98.0,[[-0.43389058]],[0.01237624]
705,0.06,99.0,[[-0.433782]],[0.01388568]
706,0.06,100.0,[[-0.43346081]],[0.01663901]
707,0.07,0.0,[[-0.2416132]],[0.03053132]
708,0.07,1.0,[[-0.26459638]],[0.02899567]
709,0.07,2.0,[[-0.28729382]],[0.02805753]
710,0.07,3.0,[[-0.30941111]],[0.02753121]
711,0.07,4.0,[[-0.33064035]],[0.02720555]
712,0.07,5.0,[[-0.35067121]],[0.02690399]
713,0.07,6.0,[[-0.36920932]],[0.02652003]
714,0.07,7.0,[[-0.38599926]],[0.02602634]
715,0.07,8.0,[[-0.40084663]],[0.02546576]
716,0.07,9.0,[[-0.41363515]],[0.02492822]
717,0.07,10.0,[[-0.42433789]],[0.02451216]
718,0.07,11.0,[[-0.43302139]],[0.02427555]
719,0.07,12.0,[[-0.43983872]],[0.02420017]
720,0.07,13.0,[[-0.44500752]],[0.02419612]
721,0.07,14.0,[[-0.44877867]],[0.02414249]
722,0.07,15.0,[[-0.45140653]],[0.02393358]
723,0.07,16.0,[[-0.45312866]],[0.02350911]
724,0.07,17.0,[[-0.45415576]],[0.02286597]
725,0.07,18.0,[[-0.45466884]],[0.02205487]
726,0.07,19.0,[[-0.45481959]],[0.02116102]
727,0.07,20.0,[[-0.45473019]],[0.02026624]
728,0.07,21.0,[[-0.45449272]],[0.01940537]
729,0.07,22.0,[[-0.45417306]],[0.01855365]
730,0.07,23.0,[[-0.45382314]],[0.01766875]
731,0.07,24.0,[[-0.45349567]],[0.01675583]
732,0.07,25.0,[[-0.45325033]],[0.0158946]
733,0.07,26.0,[[-0.45314272]],[0.01517942]
734,0.07,27.0,[[-0.4532024]],[0.01460056]
735,0.07,28.0,[[-0.45342677]],[0.0140206]
736,0.07,29.0,[[-0.45379325]],[0.01329155]
737,0.07,30.0,[[-0.45426533]],[0.01238493]
738,0.07,31.0,[[-0.45478609]],[0.01148584]
739,0.07,32.0,[[-0.45526017]],[0.01102947]
740,0.07,33.0,[[-0.45552953]],[0.01147099]
741,0.07,34.0,[[-0.45549329]],[0.01279358]
742,0.07,35.0,[[-0.45519166]],[0.01456758]
743,0.07,36.0,[[-0.45467311]],[0.01640382]
744,0.07,37.0,[[-0.45396162]],[0.01805519]
745,0.07,38.0,[[-0.45306474]],[0.01936972]
746,0.07,39.0,[[-0.45198525]],[0.02025167]
747,0.07,40.0,[[-0.45073194]],[0.02064466]
748,0.07,41.0,[[-0.44932793]],[0.02052704]
749,0.07,42.0,[[-0.44781643]],[0.01991266]
750,0.07,43.0,[[-0.44626357]],[0.01885391]
751,0.07,44.0,[[-0.44475743]],[0.01744478]
752,0.07,45.0,[[-0.44340081]],[0.01582067]
753,0.07,46.0,[[-0.44229327]],[0.01414879]
754,0.07,47.0,[[-0.4415009]],[0.0126093]
755,0.07,48.0,[[-0.44102458]],[0.01138762]
756,0.07,49.0,[[-0.44079037]],[0.01066478]
757,0.07,50.0,[[-0.44068863]],[0.01043307]
758,0.07,51.0,[[-0.44062923]],[0.01056084]
759,0.07,52.0,[[-0.44059301]],[0.01090775]
760,0.07,53.0,[[-0.44059354]],[0.01138577]
761,0.07,54.0,[[-0.44063321]],[0.01191029]
762,0.07,55.0,[[-0.44070361]],[0.01227966]
763,0.07,56.0,[[-0.44077678]],[0.01234629]
764,0.07,57.0,[[-0.44080651]],[0.01212348]
765,0.07,58.0,[[-0.44073625]],[0.01180785]
766,0.07,59.0,[[-0.440507]],[0.01177195]
767,0.07,60.0,[[-0.44006881]],[0.01242348]
768,0.07,61.0,[[-0.43944348]],[0.01363036]
769,0.07,62.0,[[-0.43868173]],[0.01497722]
770,0.07,63.0,[[-0.43782571]],[0.01615485]
771,0.07,64.0,[[-0.43691462]],[0.01698723]
772,0.07,65.0,[[-0.43599123]],[0.01740439]
773,0.07,66.0,[[-0.43510516]],[0.01741921]
774,0.07,67.0,[[-0.43431014]],[0.01711053]
775,0.07,68.0,[[-0.43365536]],[0.01660267]
776,0.07,69.0,[[-0.43317363]],[0.01602747]
777,0.07,70.0,[[-0.4328725]],[0.01546382]
778,0.07,71.0,[[-0.43273332]],[0.01490093]
779,0.07,72.0,[[-0.432718]],[0.0142828]
780,0.07,73.0,[[-0.43278009]],[0.01357375]
781,0.07,74.0,[[-0.43287299]],[0.0127955]
782,0.07,75.0,[[-0.43295111]],[0.01204924]
783,0.07,76.0,[[-0.43296921]],[0.01151238]
784,0.07,77.0,[[-0.43288303]],[0.0113962]
785,0.07,78.0,[[-0.4326568]],[0.01184419]
786,0.07,79.0,[[-0.43232041]],[0.01261898]
787,0.07,80.0,[[-0.43194614]],[0.01334224]
788,0.07,81.0,[[-0.43161009]],[0.01380206]
789,0.07,82.0,[[-0.43138297]],[0.01392772]
790,0.07,83.0,[[-0.43131489]],[0.01373758]
791,0.07,84.0,[[-0.43142062]],[0.01331569]
792,0.07,85.0,[[-0.43167522]],[0.01279418]
793,0.07,86.0,[[-0.43202418]],[0.01229439]
794,0.07,87.0,[[-0.4323975]],[0.01192255]
795,0.07,88.0,[[-0.43271735]],[0.01187857]
796,0.07,89.0,[[-0.43291989]],[0.0123709]
797,0.07,90.0,[[-0.43302554]],[0.01311605]
798,0.07,91.0,[[-0.43308269]],[0.0137262]
799,0.07,92.0,[[-0.43313606]],[0.01397139]
800,0.07,93.0,[[-0.43322079]],[0.01378582]
801,0.07,94.0,[[-0.43335647]],[0.01325777]
802,0.07,95.0,[[-0.4335418]],[0.01261156]
803,0.07,96.0,[[-0.43374953]],[0.01212116]
804,0.07,97.0,[[-0.43392617]],[0.01203062]
805,0.07,98.0,[[-0.43400332]],[0.01264491]
806,0.07,99.0,[[-0.4339153]],[0.01429916]
807,0.07,100.0,[[-0.4336186]],[0.01707351]
808,0.08,0.0,[[-0.24204527]],[0.02907995]
809,0.08,1.0,[[-0.26531405]],[0.0275585]
810,0.08,2.0,[[-0.28831217]],[0.02667123]
811,0.08,3.0,[[-0.3107356]],[0.02621415]
812,0.08,4.0,[[-0.33226435]],[0.02595448]
813,0.08,5.0,[[-0.3525735]],[0.02570011]
814,0.08,6.0,[[-0.37135335]],[0.02533805]
815,0.08,7.0,[[-0.38833503]],[0.02484264]
816,0.08,8.0,[[-0.40331453]],[0.02426518]
817,0.08,9.0,[[-0.41617089]],[0.02370967]
818,0.08,10.0,[[-0.42687778]],[0.02329088]
819,0.08,11.0,[[-0.43550848]],[0.02307768]
820,0.08,12.0,[[-0.44222881]],[0.02305002]
821,0.08,13.0,[[-0.44727281]],[0.02310491]
822,0.08,14.0,[[-0.45090723]],[0.02310581]
823,0.08,15.0,[[-0.45339884]],[0.02293583]
824,0.08,16.0,[[-0.45499324]],[0.02252998]
825,0.08,17.0,[[-0.45590525]],[0.02188678]
826,0.08,18.0,[[-0.45631737]],[0.02106499]
827,0.08,19.0,[[-0.45638126]],[0.02016373]
828,0.08,20.0,[[-0.45621796]],[0.01927997]
829,0.08,21.0,[[-0.45591645]],[0.01845474]
830,0.08,22.0,[[-0.45553723]],[0.0176547]
831,0.08,23.0,[[-0.45512639]],[0.01682314]
832,0.08,24.0,[[-0.45473346]],[0.01596072]
833,0.08,25.0,[[-0.45441954]],[0.01516238]
834,0.08,26.0,[[-0.45424517]],[0.01454859]
835,0.08,27.0,[[-0.45424275]],[0.01411323]
836,0.08,28.0,[[-0.45440959]],[0.01369333]
837,0.08,29.0,[[-0.45472461]],[0.01311486]
838,0.08,30.0,[[-0.45515466]],[0.01233133]
839,0.08,31.0,[[-0.45564498]],[0.0115051]
840,0.08,32.0,[[-0.45609586]],[0.01103602]
841,0.08,33.0,[[-0.45633373]],[0.01139409]
842,0.08,34.0,[[-0.45625841]],[0.01262859]
843,0.08,35.0,[[-0.45592872]],[0.01432767]
844,0.08,36.0,[[-0.45539329]],[0.01610868]
845,0.08,37.0,[[-0.45467096]],[0.01772379]
846,0.08,38.0,[[-0.45376296]],[0.01901673]
847,0.08,39.0,[[-0.45266594]],[0.01988639]
848,0.08,40.0,[[-0.4513835]],[0.02027143]
849,0.08,41.0,[[-0.44993496]],[0.02014666]
850,0.08,42.0,[[-0.44836135]],[0.01952437]
851,0.08,43.0,[[-0.44672862]],[0.01845804]
852,0.08,44.0,[[-0.44512753]],[0.01704666]
853,0.08,45.0,[[-0.44366723]],[0.01543567]
854,0.08,46.0,[[-0.44245744]],[0.01380531]
855,0.08,47.0,[[-0.4415751]],[0.01234079]
856,0.08,48.0,[[-0.44102757]],[0.01120767]
857,0.08,49.0,[[-0.44074257]],[0.01053858]
858,0.08,50.0,[[-0.44060519]],[0.01033203]
859,0.08,51.0,[[-0.44051426]],[0.01051996]
860,0.08,52.0,[[-0.44045626]],[0.01094298]
861,0.08,53.0,[[-0.44045185]],[0.01145488]
862,0.08,54.0,[[-0.44050297]],[0.01194922]
863,0.08,55.0,[[-0.44059633]],[0.0122548]
864,0.08,56.0,[[-0.44069927]],[0.01225157]
865,0.08,57.0,[[-0.44076148]],[0.01197017]
866,0.08,58.0,[[-0.44072287]],[0.01161883]
867,0.08,59.0,[[-0.44052255]],[0.01156754]
868,0.08,60.0,[[-0.44011281]],[0.0121913]
869,0.08,61.0,[[-0.43951369]],[0.01335763]
870,0.08,62.0,[[-0.43877347]],[0.01465704]
871,0.08,63.0,[[-0.43793173]],[0.01577997]
872,0.08,64.0,[[-0.43702544]],[0.01654925]
873,0.08,65.0,[[-0.43609687]],[0.01689451]
874,0.08,66.0,[[-0.43519755]],[0.01683077]
875,0.08,67.0,[[-0.43438547]],[0.01644323]
876,0.08,68.0,[[-0.43371537]],[0.01586797]
877,0.08,69.0,[[-0.43322485]],[0.01525264]
878,0.08,70.0,[[-0.43292373]],[0.01468549]
879,0.08,71.0,[[-0.43279293]],[0.01414742]
880,0.08,72.0,[[-0.43279207]],[0.01357023]
881,0.08,73.0,[[-0.43287233]],[0.01291371]
882,0.08,74.0,[[-0.43298584]],[0.01220013]
883,0.08,75.0,[[-0.43308574]],[0.01153602]
884,0.08,76.0,[[-0.43312504]],[0.01109757]
885,0.08,77.0,[[-0.43305732]],[0.01107683]
886,0.08,78.0,[[-0.4328457]],[0.01156371]
887,0.08,79.0,[[-0.43251771]],[0.01231665]
888,0.08,80.0,[[-0.43214469]],[0.01298482]
889,0.08,81.0,[[-0.43180444]],[0.01338091]
890,0.08,82.0,[[-0.43157131]],[0.01345334]
891,0.08,83.0,[[-0.43149929]],[0.0132324]
892,0.08,84.0,[[-0.43160472]],[0.01281145]
893,0.08,85.0,[[-0.43186079]],[0.01233766]
894,0.08,86.0,[[-0.43220956]],[0.01193348]
895,0.08,87.0,[[-0.43257846]],[0.01167373]
896,0.08,88.0,[[-0.43288815]],[0.0117172]
897,0.08,89.0,[[-0.43307756]],[0.01222769]
898,0.08,90.0,[[-0.43316559]],[0.01294473]
899,0.08,91.0,[[-0.4332025]],[0.01350428]
900,0.08,92.0,[[-0.43323611]],[0.0136917]
901,0.08,93.0,[[-0.43330455]],[0.01345515]
902,0.08,94.0,[[-0.43342978]],[0.01290496]
903,0.08,95.0,[[-0.43361202]],[0.01230631]
904,0.08,96.0,[[-0.43382416]],[0.01196975]
905,0.08,97.0,[[-0.43401094]],[0.01211237]
906,0.08,98.0,[[-0.43410278]],[0.01295852]
907,0.08,99.0,[[-0.43403439]],[0.01475137]
908,0.08,100.0,[[-0.4337612]],[0.01754802]
909,0.09,0.0,[[-0.24244327]],[0.02765594]
910,0.09,1.0,[[-0.26600017]],[0.02614912]
911,0.09,2.0,[[-0.2893031]],[0.02531677]
912,0.09,3.0,[[-0.31203826]],[0.02493433]
913,0.09,4.0,[[-0.33387306]],[0.02474492]
914,0.09,5.0,[[-0.35446692]],[0.0245397]
915,0.09,6.0,[[-0.37349357]],[0.02419924]
916,0.09,7.0,[[-0.39066973]],[0.02369989]
917,0.09,8.0,[[-0.40578142]],[0.02310197]
918,0.09,9.0,[[-0.41870295]],[0.02252466]
919,0.09,10.0,[[-0.4294089]],[0.02210097]
920,0.09,11.0,[[-0.43797983]],[0.02191229]
921,0.09,12.0,[[-0.44459553]],[0.02193626]
922,0.09,13.0,[[-0.44950791]],[0.02205458]
923,0.09,14.0,[[-0.45300075]],[0.02211338]
924,0.09,15.0,[[-0.45535368]],[0.02198402]
925,0.09,16.0,[[-0.45682018]],[0.02159681]
926,0.09,17.0,[[-0.4576188]],[0.02095196]
927,0.09,18.0,[[-0.45793297]],[0.02011655]
928,0.09,19.0,[[-0.45791391]],[0.01920496]
929,0.09,20.0,[[-0.45768127]],[0.01833184]
930,0.09,21.0,[[-0.45732069]],[0.01754598]
931,0.09,22.0,[[-0.4568865]],[0.01680377]
932,0.09,23.0,[[-0.45641803]],[0.01603081]
933,0.09,24.0,[[-0.45596085]],[0.01522106]
934,0.09,25.0,[[-0.45557732]],[0.01448515]
935,0.09,26.0,[[-0.45533365]],[0.01397371]
936,0.09,27.0,[[-0.45526527]],[0.01368426]
937,0.09,28.0,[[-0.45536889]],[0.01342411]
938,0.09,29.0,[[-0.45562521]],[0.01299343]
939,0.09,30.0,[[-0.45600495]],[0.01233012]
940,0.09,31.0,[[-0.45645595]],[0.01157596]
941,0.09,32.0,[[-0.45687656]],[0.01109843]
942,0.09,33.0,[[-0.45708261]],[0.01137579]
943,0.09,34.0,[[-0.45697402]],[0.0125138]
944,0.09,35.0,[[-0.45662479]],[0.01412538]
945,0.09,36.0,[[-0.4560814]],[0.01584145]
946,0.09,37.0,[[-0.45535702]],[0.0174147]
947,0.09,38.0,[[-0.45444617]],[0.01868379]
948,0.09,39.0,[[-0.45333913]],[0.01954106]
949,0.09,40.0,[[-0.45203415]],[0.01991938]
950,0.09,41.0,[[-0.45054659]],[0.01978941]
951,0.09,42.0,[[-0.44891497]],[0.01916142]
952,0.09,43.0,[[-0.44720473]],[0.01808968]
953,0.09,44.0,[[-0.44550878]],[0.01667805]
954,0.09,45.0,[[-0.4439424]],[0.01508257]
955,0.09,46.0,[[-0.44262584]],[0.01349845]
956,0.09,47.0,[[-0.44164804]],[0.01211718]
957,0.09,48.0,[[-0.44102368]],[0.01108001]
958,0.09,49.0,[[-0.44068255]],[0.01046792]
959,0.09,50.0,[[-0.4405054]],[0.01028606]
960,0.09,51.0,[[-0.44038108]],[0.0105278]
961,0.09,52.0,[[-0.44030221]],[0.01101524]
962,0.09,53.0,[[-0.44029474]],[0.01155289]
963,0.09,54.0,[[-0.44035924]],[0.01201655]
964,0.09,55.0,[[-0.44047744]],[0.01225988]
965,0.09,56.0,[[-0.44061178]],[0.01218994]
966,0.09,57.0,[[-0.44070762]],[0.01185696]
967,0.09,58.0,[[-0.44070119]],[0.0114837]
968,0.09,59.0,[[-0.44053029]],[0.01143389]
969,0.09,60.0,[[-0.44015171]],[0.01203229]
970,0.09,61.0,[[-0.43958292]],[0.01314877]
971,0.09,62.0,[[-0.43886804]],[0.01439128]
972,0.09,63.0,[[-0.43804347]],[0.01545268]
973,0.09,64.0,[[-0.43714347]],[0.01615451]
974,0.09,65.0,[[-0.43620956]],[0.01642521]
975,0.09,66.0,[[-0.43529527]],[0.0162812]
976,0.09,67.0,[[-0.43446336]],[0.01581373]
977,0.09,68.0,[[-0.43377477]],[0.0151709]
978,0.09,69.0,[[-0.43327262]],[0.01451757]
979,0.09,70.0,[[-0.43296938]],[0.013953]
980,0.09,71.0,[[-0.43284557]],[0.01344745]
981,0.09,72.0,[[-0.43285831]],[0.01291953]
982,0.09,73.0,[[-0.4329563]],[0.01232609]
983,0.09,74.0,[[-0.43309054]],[0.0116902]
984,0.09,75.0,[[-0.43321297]],[0.0111248]
985,0.09,76.0,[[-0.4332747]],[0.01080031]
986,0.09,77.0,[[-0.43322716]],[0.01088415]
987,0.09,78.0,[[-0.43303411]],[0.01139715]
988,0.09,79.0,[[-0.43271929]],[0.01210429]
989,0.09,80.0,[[-0.43235126]],[0.01269602]
990,0.09,81.0,[[-0.43200908]],[0.01301279]
991,0.09,82.0,[[-0.43177094]],[0.0130236]
992,0.09,83.0,[[-0.4316951]],[0.01277055]
993,0.09,84.0,[[-0.43179977]],[0.01235447]
994,0.09,85.0,[[-0.43205623]],[0.01193847]
995,0.09,86.0,[[-0.43240275]],[0.01164653]
996,0.09,87.0,[[-0.43276427]],[0.01151568]
997,0.09,88.0,[[-0.43306071]],[0.01165462]
